Unnamed: 0,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
5700,Mozambique,From RDC,RDC,Truck,30,1638,7698,4,0.16,3622,9181,India,6624
581,Nigeria,From RDC,RDC,Air,60,3226,42841,13,0.22,359,1750,India,7633
204,Vietnam,Direct Drop,EXW,Air,60,35616,240408,6,0.11,3479,9048,India,3157
3800,Uganda,From RDC,RDC,Air,60,18000,201960,11,0.19,2281,14254, Nashik,4961
1641,Nigeria,From RDC,RDC,Air,240,1622,10056,6,0.03,3622,9181,India,7633
2014,South Africa,Direct Drop,DDP,Ocean,60,100000,282000,2,0.05,6297,6526,India,8074
3253,Rwanda,Direct Drop,EXW,Air,30,14000,203000,14,0.48,1428,8061,India,5921
3886,"Congo, DRC",From RDC,RDC,Air,60,16,41,2,0.04,42,-544,India,6583
905,Zimbabwe,From RDC,RDC,Truck,30,4000,48040,12,0.4,8481,29585,India,6980
631,Nigeria,From RDC,RDC,Air Charter,60,4501,51311,11,0.19,506,21985,India,7633
4587,Côte d'Ivoire,From RDC,RDC,Air,60,9995,131434,13,0.22,3622,9181,India,9091
4441,Zimbabwe,From RDC,RDC,Truck,60,36100,220571,6,0.1,3955,12208,India,6980
1974,Tanzania,Direct Drop,EXW,Air,60,1065,27785,26,0.43,112,122,India,5659
162,South Africa,Direct Drop,DDP,,240,500,3630,7,0.03,3622,9181,Canada,15035
4655,Tanzania,From RDC,RDC,Truck,120,12837,317844,24,0.21,4613,2592,India,5659
4409,Nigeria,From RDC,RDC,Air Charter,60,16495,59382,3,0.06,1636,4852,India,7633
5829,Nigeria,From RDC,RDC,Air,90,500,4855,9,0.11,60,9181,India,7633
5026,Rwanda,From RDC,RDC,Truck,30,1303,6124,4,0.16,3622,9181, Nashik,5355
617,Mozambique,From RDC,RDC,Air,60,13100,154580,11,0.2,6036,2671,India,6624
875,Haiti,From RDC,RDC,Air,60,7558,71423,9,0.16,2166,19578,India,14446
1431,Nigeria,From RDC,RDC,Air Charter,30,24269,637061,26,0.88,2094,6329, Port Elizabeth,5168
2973,Rwanda,Direct Drop,EXW,Air,30,131704,683543,5,0.17,10818,118695, Nashik,5355
4995,Mozambique,From RDC,RDC,Truck,30,66956,704377,10,0.35,5810,12649, Nashik,6074
547,Uganda,From RDC,RDC,Air,60,1953,14452,7,0.12,283,673,India,5524
6298,Mozambique,From RDC,RDC,Truck,240,10070,19636,1,0.01,3787,1451,India,6624
5898,Côte d'Ivoire,From RDC,RDC,Air,60,207,273,1,0.02,12,1503,India,9091
6391,Mozambique,From RDC,RDC,Truck,60,660,4798,7,0.12,3622,9181,India,6624
3614,South Africa,Direct Drop,DDP,Truck,30,1000,16453,16,0.55,3622,9181,India,8074
5081,Nigeria,From RDC,RDC,Air Charter,60,1,7,7,0.13,3622,9181,India,7633
4024,"Congo, DRC",From RDC,RDC,Air,60,2167,4897,2,0.04,211,2531,India,6583
3435,Haiti,Direct Drop,EXW,Air,60,2594,9338,3,0.06,231,1076,India,14446
1851,Haiti,Direct Drop,EXW,Air,30,2894,3617,1,0.04,1486,11749,India,14446
4108,Nigeria,From RDC,RDC,Air Charter,60,42751,374498,8,0.15,3409,10637, Nashik,7134
5295,Uganda,From RDC,RDC,Air,60,36000,87840,2,0.04,2026,9095,India,5524
2856,Vietnam,Direct Drop,EXW,Air,30,1680,12600,7,0.25,3622,9181, Nashik,3641
1861,Vietnam,Direct Drop,EXW,Air,60,100,1750,17,0.29,2128,6784, Nashik,3641
2659,South Africa,Direct Drop,DDP,Truck,90,3,70,23,0.26,3622,9181,India,8074
3384,Zimbabwe,Direct Drop,EXW,Air Charter,60,158000,347600,2,0.04,9832,67350,India,6980
6373,Côte d'Ivoire,From RDC,RDC,Truck,240,3000,6300,2,0.01,1152,4971,India,9091
640,Zambia,From RDC,RDC,Truck,60,500,3855,7,0.13,10681,16384,India,6906
4274,Zambia,From RDC,RDC,Truck,30,107175,762014,7,0.24,8709,6317, Nashik,6339
1009,Uganda,From RDC,RDC,Air,60,2084,19798,9,0.16,237,154,India,5524
3366,Uganda,Direct Drop,EXW,Air,30,9051,11313,1,0.04,575,2231,India,5524
6346,Zimbabwe,From RDC,RDC,Truck,60,20000,48800,2,0.04,3622,9181,India,6980
637,Nigeria,From RDC,RDC,Air Charter,30,2561,67226,26,0.88,235,14128, Port Elizabeth,5168
3331,Rwanda,Direct Drop,FCA,Air,60,642,3813,5,0.1,83,-71,Germany,6174
5306,Nigeria,From RDC,RDC,Air,90,2548,21046,8,0.09,370,14459,India,7633
3653,"Congo, DRC",Direct Drop,FCA,Air,60,60,356,5,0.1,13,-293,Germany,6133
4872,Nigeria,From RDC,RDC,Air Charter,60,2000,11120,5,0.09,209,11601,India,7633
2308,South Africa,Direct Drop,DDP,Air,60,29402,218456,7,0.12,1577,697,India,8074
4506,Mozambique,From RDC,RDC,Truck,240,4000,8400,2,0.01,1137,3711,India,6624
3145,Tanzania,Direct Drop,EXW,Air,60,20000,223800,11,0.19,2039,8182, Nashik,5091
4262,Nigeria,From RDC,RDC,Air Charter,60,99999,243997,2,0.04,13437,20347, Nashik,7134
2096,Vietnam,Direct Drop,FCA,Air,120,3010,247422,82,0.68,756,8193,Germany,9157
2003,South Africa,Direct Drop,DDP,Truck,30,4292,17235,4,0.13,3622,9181,India,8074
1956,South Africa,Direct Drop,DDP,Truck,60,119,839,7,0.12,3622,9181,India,8074
1372,Tanzania,From RDC,RDC,Air,30,17000,211140,12,0.41,6007,19395,India,5659
6000,Tanzania,From RDC,RDC,Truck,30,65379,895038,13,0.46,7385,9181, Nashik,5091
921,Uganda,From RDC,RDC,Air,120,80,3288,41,0.34,18,-582,Germany,5868
5933,Zambia,From RDC,RDC,Truck,30,113614,468089,4,0.14,3622,9181, Nashik,6339
546,Zimbabwe,From RDC,RDC,Truck,30,537,1074,2,0.07,143,1099,India,6980
1449,Zambia,From RDC,RDC,Truck,60,15718,47154,3,0.05,3622,9181,India,6906
2804,South Africa,Direct Drop,DDP,Truck,120,1,25,25,0.21,3622,9181, Latina,7877
2610,Vietnam,Direct Drop,EXW,Air,60,12492,51841,4,0.07,3622,9181, Nashik,3641
1900,Vietnam,Direct Drop,EXW,Air,30,6549,92340,14,0.47,1208,2306, Nashik,3641
2757,South Africa,Direct Drop,DDP,Truck,30,30,445,14,0.5,3622,9181, Nashik,7527
2028,South Africa,Direct Drop,DDP,Ocean,30,128620,547921,4,0.14,10643,6292,India,8074
5275,Zimbabwe,From RDC,RDC,Truck,60,4050,19035,4,0.08,3622,9181,India,6980
2301,Nigeria,Direct Drop,FCA,Air,60,448,3068,6,0.11,68,123,Germany,4614
1885,South Africa,Direct Drop,DDP,Truck,30,39,117,3,0.1,3622,9181,India,8074
6281,Haiti,From RDC,RDC,Air,90,630,6104,9,0.11,3622,9181,India,14446
1642,Mozambique,From RDC,RDC,Air,30,37300,463266,12,0.41,3622,9181,India,6624
972,Rwanda,From RDC,RDC,Air,30,2000,42000,21,0.7,3622,1805,India,5921
6243,Nigeria,From RDC,RDC,Air,30,48860,212052,4,0.14,3622,9181,India,7633
2097,Côte d'Ivoire,Direct Drop,CIP,Air,180,2737,46419,16,0.09,805,659, Haarlem,5009
5637,Nigeria,From RDC,RDC,Air,120,51861,1384688,26,0.22,14647,14459,India,7633
4950,Zambia,From RDC,RDC,Truck,60,65599,193517,2,0.05,3354,6317,India,6906
5828,Nigeria,From RDC,RDC,Air,60,6000,14640,2,0.04,285,9181,India,7633
6456,Zimbabwe,From RDC,RDC,Truck,60,66023,246265,3,0.06,5780,14789,India,6980
836,Côte d'Ivoire,From RDC,RDC,,30,86821,173642,2,0.07,5697,13893,India,9091
3471,Vietnam,Direct Drop,EXW,Air,60,1119,4476,4,0.07,3622,9181,India,3157
601,Tanzania,From RDC,RDC,Air,60,23230,67599,2,0.05,1156,5308,India,5659
2184,South Africa,Direct Drop,DDP,Truck,60,15,978,65,1.09,3622,9181, Latina,7877
5156,Côte d'Ivoire,From RDC,RDC,Air,200,4550,6370,1,0.01,3622,9181,India,9091
2171,South Africa,Direct Drop,DDP,Truck,30,3,33,11,0.37,3622,9181,India,8074
5570,Nigeria,From RDC,RDC,Air Charter,60,129958,1458128,11,0.19,18907,14322,India,7633
1582,Côte d'Ivoire,From RDC,RDC,Air,60,6476,56729,8,0.15,540,3881, Nashik,8608
5518,Côte d'Ivoire,From RDC,RDC,Air,60,11994,39340,3,0.05,3622,9181, Nashik,8608
398,Vietnam,Direct Drop,EXW,Air,60,100,1084,10,0.18,3622,9181,India,3157
2010,Vietnam,Direct Drop,EXW,Air,60,1008,8678,8,0.14,1015,2796,India,3157
1070,Uganda,From RDC,RDC,Air,30,1444,15884,11,0.37,3622,9181,India,5524
1775,Vietnam,Direct Drop,FCA,Air,30,174,4047,23,0.78,21,-417,Germany,9157
6365,Nigeria,From RDC,RDC,Air,60,132919,1303935,9,0.16,18953,17461, Nashik,7134
1283,Haiti,From RDC,RDC,Air,60,8640,12614,1,0.02,3622,9181,India,14446
5399,Mozambique,From RDC,RDC,Truck,30,2555,34543,13,0.45,227,-773, Nashik,6074
4733,Tanzania,From RDC,RDC,Air,60,31153,116823,3,0.06,1739,9506, Nashik,5091
6170,Côte d'Ivoire,From RDC,RDC,Air,60,35000,392700,11,0.19,3622,9181,India,9091
1836,Vietnam,Direct Drop,FCA,Air,30,400,9304,23,0.78,40,-358,Germany,9157
5489,Nigeria,From RDC,RDC,Air Charter,30,3500,16625,4,0.16,309,8736,India,7633
1019,Nigeria,From RDC,RDC,Air,60,164,2177,13,0.22,2095,9098,India,7633
3896,Tanzania,From RDC,RDC,Truck,30,18732,41959,2,0.07,1090,698,India,5659
970,Zambia,From RDC,RDC,,120,2820,115902,41,0.34,614,1880,Germany,7464
1326,Mozambique,From RDC,RDC,Air,120,2698,110887,41,0.34,3622,9181,Germany,8163
4700,Côte d'Ivoire,From RDC,RDC,Air,30,4641,18749,4,0.13,285,335, Nashik,8608
475,Vietnam,Direct Drop,EXW,Air,30,10080,115718,11,0.38,772,4893, Nashik,3641
2810,South Africa,Direct Drop,DDP,Air,240,11628,34884,3,0.01,4382,1154,India,8074
4863,Zambia,From RDC,RDC,Truck,30,200000,2184000,10,0.36,43128,33543, Nashik,6339
1651,Côte d'Ivoire,From RDC,RDC,Air,120,403,16563,41,0.34,88,603,Germany,5008
6028,Mozambique,From RDC,RDC,Truck,60,5320,34101,6,0.11,273,4496,India,6624
6192,Nigeria,From RDC,RDC,Air Charter,60,11332,69238,6,0.1,855,9181,India,7633
2528,South Africa,Direct Drop,DDP,Ocean,30,32080,76671,2,0.08,2666,20695,India,8074
1206,Zambia,From RDC,RDC,,60,50000,472500,9,0.16,3622,9181,India,6906
4288,Côte d'Ivoire,From RDC,RDC,Truck,120,17600,469920,26,0.22,3622,9181, Nashik,8608
182,Vietnam,Direct Drop,EXW,Air,60,6156,14774,2,0.04,1044,2854,India,3157
1373,Mozambique,From RDC,RDC,Truck,60,7110,57946,8,0.14,3622,9181,India,6624
739,Mozambique,From RDC,RDC,Air,180,1428,71400,50,0.28,2955,3551, Haarlem,8465
5370,Côte d'Ivoire,From RDC,RDC,Air,60,2200,8250,3,0.06,192,2649,India,9091
4985,Tanzania,From RDC,RDC,Truck,60,11606,26693,2,0.04,3622,9181,India,5659
4056,Mozambique,From RDC,RDC,Truck,60,3068,7976,2,0.04,150,-882,India,6624
5740,Tanzania,From RDC,RDC,Truck,60,34374,73904,2,0.04,2346,462,India,5659
867,Nigeria,From RDC,RDC,Air,60,2925,21645,7,0.12,3622,9181,India,7633
2974,Vietnam,Direct Drop,EXW,Air,60,1475,9735,6,0.11,96,-322,India,3157
1140,Nigeria,From RDC,RDC,,60,1370,10549,7,0.13,142,489,India,7633
997,Côte d'Ivoire,From RDC,RDC,Air,180,3027,28756,9,0.05,9248,24563, Haarlem,5009
1337,Nigeria,From RDC,RDC,Air,240,1283,3322,2,0.01,3622,9181,India,7633
541,Côte d'Ivoire,From RDC,RDC,,30,5000,17350,3,0.12,263,699, Haarlem,5009
1099,Nigeria,From RDC,RDC,Air Charter,30,873,22916,26,0.88,76,6445, Port Elizabeth,5168
1132,Mozambique,From RDC,RDC,Air,60,30000,525000,17,0.29,3622,9181,India,6624
6297,Tanzania,From RDC,RDC,Truck,240,2374,4629,1,0.01,888,3417,India,5659
4291,Nigeria,From RDC,RDC,Air,60,36000,87120,2,0.04,3622,9181, Nashik,7134
2258,South Africa,Direct Drop,DDP,Truck,200,500,1368,2,0.01,3622,9181,India,8074
5238,Zambia,From RDC,RDC,Truck,30,72974,315247,4,0.14,4471,9370,India,6906
3390,Haiti,Direct Drop,CIP,Air,180,342,5800,16,0.09,109,-710, Haarlem,7467
5483,Mozambique,From RDC,RDC,Truck,60,30315,340134,11,0.19,3563,2423,India,6624
2962,South Africa,Direct Drop,DDP,Air,60,38400,112128,2,0.05,4528,5369,India,8074
59,South Africa,Direct Drop,DDP,Air,120,3735,134385,35,0.3,3622,9181,Germany,8973
3259,Haiti,Direct Drop,CIP,Air,180,28,1400,50,0.28,7,-710, Haarlem,7467
2206,South Africa,Direct Drop,DDP,Truck,30,5049,19974,3,0.13,3622,9181,India,8074
1938,Zambia,Direct Drop,EXW,Air,30,300000,1722000,5,0.19,24233,118474, Nashik,6339
4198,Zimbabwe,From RDC,RDC,Truck,30,36,396,11,0.37,3622,9181,India,6980
4941,Tanzania,From RDC,RDC,Truck,30,80,440,5,0.18,841,2549, Nashik,5091
6417,Zambia,From RDC,RDC,Truck,30,177272,2180445,12,0.41,3622,9181, Nashik,6339
3982,Uganda,From RDC,RDC,Truck,60,1530,10006,6,0.11,11337,22809,India,5524
2813,South Africa,Direct Drop,DDP,Truck,60,6,366,61,1.02,3622,9181, Haarlem,9211
6385,Zimbabwe,From RDC,RDC,Truck,30,48072,171136,3,0.12,3622,9181, Nashik,6420
6097,Zambia,From RDC,RDC,Truck,60,323,3627,11,0.19,35,-958,India,6906
1078,Nigeria,From RDC,RDC,Air,30,50,1312,26,0.88,5,-714, Port Elizabeth,5168
4902,Tanzania,From RDC,RDC,Truck,30,23940,214741,8,0.3,3622,9181,India,5659
5958,Nigeria,From RDC,RDC,Air Charter,60,3479,35798,10,0.17,3622,9181, Nashik,7134
5601,Nigeria,From RDC,RDC,Air Charter,60,326131,3587441,11,0.18,46522,26441, Nashik,7134
3799,Nigeria,From RDC,RDC,Air Charter,30,30000,597600,19,0.66,3289,8736, Nashik,7134
3586,South Africa,Direct Drop,DDP,Air,60,75048,557606,7,0.12,4023,2315,India,8074
4620,Tanzania,From RDC,RDC,Truck,30,152880,2198414,14,0.48,17227,6134, Nashik,5091
4228,Haiti,From RDC,RDC,Air,240,1470,18375,12,0.05,9635,94269,India,14446
5516,Nigeria,From RDC,RDC,Air Charter,60,5000,56100,11,0.19,659,5147,India,7633
2630,Vietnam,Direct Drop,EXW,Air,30,168,2184,13,0.43,2046,13405,India,3157
5193,Uganda,From RDC,RDC,Air,30,2661,53007,19,0.66,909,4166, Nashik,4961
4118,Côte d'Ivoire,From RDC,RDC,Air,60,1485,23017,15,0.26,914,3519,India,9091
5048,Tanzania,From RDC,RDC,Truck,30,43479,516965,11,0.4,4874,11435, Nashik,5091
940,Nigeria,From RDC,RDC,Air Charter,60,26550,302670,11,0.19,2991,6445,India,7633
1080,Nigeria,From RDC,RDC,Air Charter,60,1,11,11,0.19,3622,9181,India,7633
187,Haiti,Direct Drop,CIP,Air,60,80,560,7,0.12,3622,9181,France,7294
1795,Vietnam,Direct Drop,FCA,Air,120,3812,231845,60,0.51,824,2216,Germany,9157
5752,Mozambique,From RDC,RDC,Truck,60,1400,3052,2,0.04,4355,2644,India,6624
2085,South Africa,Direct Drop,DDP,Truck,240,13,103,8,0.03,3622,9181,India,8074
2249,Tanzania,Direct Drop,FCA,Air,60,546,3243,5,0.1,3622,9181,Germany,6837
2452,South Africa,Direct Drop,DDP,Truck,30,138,1906,13,0.46,3622,9181, Nashik,7527
6353,Zambia,From RDC,RDC,Truck,30,425,3021,7,0.24,3622,9181, Nashik,6339
2023,Haiti,Direct Drop,FCA,Air,60,2697,16020,5,0.1,1825,3126,Germany,7877
4487,Côte d'Ivoire,From RDC,RDC,Air,240,3010,5809,1,0.01,3202,11648,India,9091
1492,Zambia,From RDC,RDC,,30,11254,182990,16,0.54,3622,9181,India,6906
3813,Côte d'Ivoire,From RDC,RDC,Air,240,3872,7085,1,0.01,1451,4121,India,9091
5686,Nigeria,From RDC,RDC,Air Charter,60,123700,1061346,8,0.14,18882,19225,India,7633
4401,Zambia,From RDC,RDC,Truck,60,55990,97422,1,0.03,3622,9181,India,6906
226,Vietnam,Direct Drop,EXW,Air,60,408,3162,7,0.13,3622,9181,India,3157
1013,Côte d'Ivoire,From RDC,RDC,Air,180,1550,77500,50,0.28,345,888, Haarlem,5009
2583,South Africa,Direct Drop,DDP,Ocean,60,75000,182250,2,0.04,3347,6414,India,8074
1929,South Africa,Direct Drop,DDP,Ocean,240,55000,114400,2,0.01,20419,16267,India,8074
4558,Uganda,From RDC,RDC,Truck,60,5471,45190,8,0.14,521,3237,India,5524
5823,Tanzania,From RDC,RDC,Air,60,20124,54938,2,0.05,2262,9536,India,5659
1404,Uganda,From RDC,RDC,Air,60,5131,60545,11,0.2,691,7252,India,5524
4147,Nigeria,From RDC,RDC,Air,60,3000,7320,2,0.04,142,9181,India,7633
2179,Uganda,Direct Drop,DDP,Air,120,93,7839,84,0.7,22,-860, Latina,4823
697,Nigeria,From RDC,RDC,Air,240,390,1010,2,0.01,3622,9181,India,7633
1124,Mozambique,From RDC,RDC,Air,60,4000,34080,8,0.14,3622,-404,India,6624
3282,Tanzania,Direct Drop,EXW,Air,60,28800,74880,2,0.04,3396,15416,India,5659
3895,Zambia,From RDC,RDC,Truck,60,7548,110427,14,0.24,13472,10292, Nashik,6339
1093,Côte d'Ivoire,From RDC,RDC,Air,60,13325,39975,3,0.05,3622,9181,India,9091
4446,Nigeria,From RDC,RDC,Air Charter,60,1200,13464,11,0.19,141,9181,India,7633
3806,Côte d'Ivoire,From RDC,RDC,Air,60,62410,700240,11,0.19,7701,26912,India,9091
1778,"Congo, DRC",Direct Drop,EXW,Air,30,940,1175,1,0.04,132,1516,India,6583
5571,Côte d'Ivoire,From RDC,RDC,Truck,30,11520,103334,8,0.3,3622,9181,India,9091
2634,Vietnam,Direct Drop,EXW,Air,60,6500,72475,11,0.19,3622,9181,India,3157
3091,Côte d'Ivoire,Direct Drop,EXW,Air,60,3136,94080,30,0.5,492,4150, Nashik,8608
5523,Uganda,From RDC,RDC,Air,60,4399,37611,8,0.14,3622,9181, Nashik,4961
4877,Zimbabwe,From RDC,RDC,Truck,30,45,495,11,0.37,3622,9181,India,6980
3489,Haiti,Direct Drop,EXW,Air,30,8000,144000,18,0.6,1023,5433,India,14446
1656,Uganda,From RDC,RDC,,60,1860,13764,7,0.12,192,617,India,5524
1037,Zimbabwe,From RDC,RDC,Truck,30,8000,16000,2,0.07,8855,28883,India,6980
5406,Zimbabwe,From RDC,RDC,Truck,60,48253,105191,2,0.04,3622,9181,India,6980
2256,Vietnam,Direct Drop,EXW,Air,60,4065,10569,2,0.04,497,5269,India,3157
4322,Mozambique,From RDC,RDC,Truck,30,1000,4040,4,0.13,63,-431, Nashik,6074
6423,Côte d'Ivoire,From RDC,RDC,Truck,60,41700,344442,8,0.14,4873,17002,India,9091
313,South Africa,Direct Drop,DDP,Air,60,10260,39193,3,0.06,3622,9181,France,8670
2649,South Africa,Direct Drop,DDP,Truck,240,13,230,17,0.07,3622,9181,India,8074
2281,South Africa,Direct Drop,DDP,Truck,240,35,959,27,0.11,3622,9181,India,8074
4216,Tanzania,From RDC,RDC,Truck,30,51763,884112,17,0.57,1645,9181, Nashik,5091
5643,"Congo, DRC",From RDC,RDC,Air,240,7003,13655,1,0.01,3622,9181,India,6583
2547,Haiti,Direct Drop,EXW,Ocean,60,6000,11940,1,0.03,3622,9181, Nashik,14325
1416,Mozambique,From RDC,RDC,Air,60,630,976,1,0.03,42,217,India,6624
1036,Tanzania,From RDC,RDC,Air,120,2580,106038,41,0.34,587,153,Germany,6837
2159,Uganda,Direct Drop,FCA,Air,60,579,3966,6,0.11,83,-200,Germany,5868
2984,Côte d'Ivoire,Direct Drop,CIP,Air,30,2000,100800,50,1.68,269,315, Haarlem,5009
3137,Haiti,Direct Drop,EXW,Air,240,864,1684,1,0.01,3622,9181,India,14446
6448,"Congo, DRC",From RDC,RDC,Air,60,3000,16500,5,0.09,3622,9181, Nashik,6020
1754,Haiti,From RDC,RDC,Air,60,4410,6438,1,0.02,286,2842,India,14446
4608,Nigeria,From RDC,RDC,Air Charter,60,79235,198879,2,0.04,3622,9181,India,7633
4369,Nigeria,From RDC,RDC,Air Charter,60,29796,194269,6,0.11,5862,27812, Nashik,7134
3967,Uganda,From RDC,RDC,Air,60,32298,72993,2,0.04,6528,20806,India,5524
1428,Nigeria,From RDC,RDC,Air,60,1747,15303,8,0.15,148,12, Nashik,7134
4590,Zimbabwe,From RDC,RDC,Truck,60,11574,119096,10,0.17,3622,9181, Nashik,6420
2520,Côte d'Ivoire,Direct Drop,CIP,Air,180,1000,50000,50,0.28,254,-119, Haarlem,5009
4154,Nigeria,From RDC,RDC,Air,60,80,700,8,0.15,7,9181, Nashik,7134
3937,Mozambique,From RDC,RDC,Truck,240,7150,15015,2,0.01,2778,18730,India,6624
873,Zambia,From RDC,RDC,Air,30,66667,828004,12,0.41,5253,17856, Nashik,6339
4787,Haiti,From RDC,RDC,Air,60,990,7454,7,0.13,109,9331,India,14446
5112,Zimbabwe,From RDC,RDC,Truck,60,76000,506160,6,0.11,8280,14328,India,6980
1506,Rwanda,From RDC,RDC,Air,240,2000,3940,1,0.01,3622,9181,India,5921
6088,Côte d'Ivoire,From RDC,RDC,Truck,100,4000,5200,1,0.01,3622,9181,India,9091
1923,South Africa,Direct Drop,DDP,Truck,60,82,4392,53,0.89,3622,9181,India,8074
448,South Africa,Direct Drop,DDP,Truck,240,200,1208,6,0.03,3622,9181,India,8074
4059,Tanzania,From RDC,RDC,Truck,60,17980,38657,2,0.04,2152,-163,India,5659
1284,Haiti,From RDC,RDC,Air,60,108,162,1,0.02,78,5811,India,14446
6458,Mozambique,From RDC,RDC,Truck,60,114324,927167,8,0.14,3622,9181,India,6624
2176,Uganda,Direct Drop,EXW,Air,30,61150,195068,3,0.11,3858,19553,India,5524
3655,Haiti,Direct Drop,CIP,Air,180,255,4324,16,0.09,72,-710, Haarlem,7467
3727,Côte d'Ivoire,Direct Drop,EXW,Air,30,1000,20000,20,0.67,140,1782, Nashik,8608
3257,South Africa,Direct Drop,DDP,Truck,240,25,474,19,0.08,3622,9181,India,8074
361,Vietnam,Direct Drop,EXW,Air,60,648,4860,7,0.12,3622,9181, Nashik,3641
2183,Haiti,Direct Drop,EXW,Air,120,140,5040,36,0.3,3622,9181, Latina,8250
1134,Côte d'Ivoire,From RDC,RDC,,60,1000,7500,7,0.12,104,458,India,9091
6033,Côte d'Ivoire,From RDC,RDC,Truck,30,1789,24187,13,0.45,162,478, Nashik,8608
3199,Uganda,Direct Drop,FCA,Air,120,480,17356,36,0.3,127,400,Germany,5868
5167,Nigeria,From RDC,RDC,Air,30,200,920,4,0.15,17,9181,India,7633
3438,Vietnam,Direct Drop,EXW,Air,60,29847,70140,2,0.04,1403,5475,India,3157
2155,South Africa,Direct Drop,DDP,Ocean,30,108211,488031,4,0.15,3622,9181,India,8074
1830,Vietnam,Direct Drop,EXW,Air,240,464,858,1,0.01,437,222,India,3157
1053,Côte d'Ivoire,From RDC,RDC,Air,180,1793,30409,16,0.09,3622,9181, Haarlem,5009
2460,Haiti,Direct Drop,EXW,Air,60,741,3705,5,0.08,66,572,India,14446
22,Vietnam,Direct Drop,EXW,Air,30,1344,18359,13,0.46,1537,12507, Nashik,3641
2066,Vietnam,Direct Drop,EXW,Air,30,42836,184194,4,0.14,3494,9711, Nashik,3641
1653,Nigeria,From RDC,RDC,Air,60,1542,11565,7,0.12,3622,9181,India,7633
702,Uganda,From RDC,RDC,Air,60,1650,22275,13,0.22,197,637,India,5524
4684,Mozambique,From RDC,RDC,Truck,30,32000,106560,3,0.11,3622,9181,India,6624
2743,South Africa,Direct Drop,DDP,Truck,60,2,10,5,0.09,3622,9181,Germany,8973
1376,Uganda,From RDC,RDC,Air,30,1300,15613,12,0.4,3622,9181,India,5524
5272,Nigeria,From RDC,RDC,Air Charter,30,140273,777112,5,0.18,11734,26441, Nashik,7134
2468,Vietnam,Direct Drop,EXW,Air,60,13570,24968,1,0.03,568,646,India,3157
3754,South Africa,Direct Drop,DDP,Truck,90,6,58,9,0.11,3622,9181,France,8670
2325,Rwanda,Direct Drop,EXW,Air,30,40705,549110,13,0.45,3948,23035, Nashik,5355
460,Zambia,Direct Drop,EXW,Air,60,38534,423874,11,0.18,3622,9181,India,6906
1067,Haiti,From RDC,RDC,Air,60,21814,69804,3,0.05,3622,9181,India,14446
87,Vietnam,Direct Drop,FCA,Air,120,500,41095,82,0.68,117,767,Germany,9157
1430,Haiti,From RDC,RDC,Air,30,1428,3198,2,0.07,83,6789,India,14446
1486,Zambia,From RDC,RDC,,60,12420,101223,8,0.14,3622,9181,India,6906
3678,Haiti,Direct Drop,CIP,Air,60,120,6660,55,0.92,11,-740, Haarlem,7467
4773,Nigeria,From RDC,RDC,Air Charter,90,24,290,12,0.13,3622,9181,India,7633
282,South Africa,Direct Drop,DDP,Truck,30,20,723,36,1.21,3622,9181, Port Elizabeth,573
2483,Haiti,Direct Drop,EXW,Air,30,2118,2647,1,0.04,134,987,India,14446
462,Vietnam,Direct Drop,EXW,Air,60,7000,94500,13,0.22,3622,9181,India,3157
212,Uganda,Direct Drop,EXW,Air,60,5080,55880,11,0.18,1172,4595,India,5524
2588,Haiti,Direct Drop,EXW,Ocean,60,2430,5224,2,0.04,3622,9181,India,14446
4127,Nigeria,From RDC,RDC,Air Charter,60,1500,11250,7,0.12,120,9181, Nashik,7134
3537,Uganda,Direct Drop,CIP,Air,180,36,1800,50,0.28,9,-714, Haarlem,6190
3852,Zimbabwe,From RDC,RDC,Air,30,124,1054,8,0.28,8,-60,India,6980
4541,Uganda,From RDC,RDC,Truck,60,6139,68879,11,0.19,1518,5561, Nashik,4961
2907,South Africa,Direct Drop,DDP,Ocean,240,17337,160887,9,0.04,6680,2755,Canada,15035
2581,Tanzania,Direct Drop,EXW,Air,30,216755,2653081,12,0.41,28678,117541, Nashik,5091
1368,Haiti,From RDC,RDC,Air,60,75,1162,15,0.26,3622,9181,India,14446
234,Vietnam,Direct Drop,CIP,Air,60,400,2800,7,0.12,81,1035,France,9916
4335,Mozambique,From RDC,RDC,Truck,60,1440,16502,11,0.19,4395,4816,India,6624
597,Haiti,From RDC,RDC,Air,60,3150,25672,8,0.14,181,1944,India,14446
5729,Mozambique,From RDC,RDC,Truck,60,150000,1216500,8,0.14,3622,9181, Nashik,6074
2250,Côte d'Ivoire,Direct Drop,CIP,Air,60,300,2850,9,0.16,3622,9181,France,4338
5269,Zimbabwe,From RDC,RDC,Truck,60,3345,27629,8,0.14,3622,9181,India,6980
2283,South Africa,Direct Drop,DDP,Truck,60,19,515,27,0.45,3622,9181, Nashik,7527
662,Rwanda,From RDC,RDC,Air,60,600,21480,35,0.6,55,-87,India,5921
6452,Zimbabwe,From RDC,RDC,Air,60,1973,7892,4,0.07,8894,-898,India,6980
2285,Rwanda,Direct Drop,CIP,Air,30,59609,357057,5,0.2,4227,32008,India,5921
3431,Uganda,Direct Drop,EXW,Ocean,30,63652,203049,3,0.11,3914,6769,India,5524
