country,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
9,3,0,60,672,940,1,0.02,32,701,9,3157
9,3,0,60,20000,129800,6,0.11,1748,2868,2,3641
1,4,0,60,3450,23632,6,0.11,440,3588,8,5008
6,2,2,60,19172,46396,2,0.04,3622,9181,9,8074
6,2,3,60,18,247,13,0.23,3622,9181,9,8074
9,3,0,60,840,6300,7,0.12,57,7747,2,3641
6,2,3,120,36,2509,69,0.58,3622,9181,1,7877
6,2,3,30,106,1653,15,0.52,3622,9181,9,8074
7,3,0,30,3550,5538,1,0.05,255,1454,9,5659
6,2,3,240,800,4943,6,0.03,3622,9181,4,15035
9,4,0,120,1820,149604,82,0.68,445,3755,8,9157
6,2,3,30,2157,33315,15,0.52,3622,9181,9,8074
6,2,3,30,5,55,11,0.37,3622,9181,9,8074
6,2,2,30,105278,740104,7,0.23,7225,5038,9,8074
9,3,0,60,10508,43608,4,0.07,678,1148,2,3641
5,3,2,30,131704,683543,5,0.17,10116,23250,2,5355
6,2,3,30,9,19,2,0.07,3622,9181,9,8074
8,3,0,30,9051,11313,1,0.04,575,2231,9,5524
8,0,0,180,153,7650,50,0.28,34,-605,0,6190
6,2,2,30,29031,193056,6,0.22,3622,9181,9,8074
9,3,0,30,19152,124488,6,0.22,1503,10884,2,3641
7,3,0,30,10565,211300,20,0.67,1412,5758,2,5091
9,4,0,120,4800,291936,60,0.51,1175,779,8,9157
6,2,3,60,3000,13863,4,0.08,3622,9181,9,8074
6,2,3,60,40,3199,79,1.33,3622,9181,0,9211
6,2,3,90,3,14,4,0.06,3622,9181,7,8670
6,2,3,60,1,50,50,0.84,3622,9181,1,7877
9,3,0,60,11004,94084,8,0.14,1073,8535,9,3157
9,3,0,60,20520,49248,2,0.04,3622,9181,9,3157
5,0,0,30,22347,390625,17,0.58,3622,9181,2,5355
8,3,0,120,112,10080,90,0.75,16,0,3,3989
8,3,0,30,1262,28395,22,0.75,173,-65,2,4961
6,2,3,30,240,6944,28,0.96,3622,9181,3,573
6,2,3,30,15328,291978,19,0.64,3622,9181,9,8074
8,4,0,60,587,4020,6,0.11,85,253,8,5868
11,3,1,60,158000,347600,2,0.04,9832,67350,9,6980
6,2,0,60,57494,427180,7,0.12,3085,3885,9,8074
6,2,3,90,41,748,18,0.2,3622,9181,9,8074
7,3,0,60,6934,18028,2,0.04,820,17044,9,5659
0,3,0,30,550,6050,11,0.37,54,961,9,6583
6,2,2,30,150000,1029000,6,0.23,10156,12731,9,8074
2,0,0,180,342,5800,16,0.09,109,-710,0,7467
6,2,3,120,24,850,35,0.3,3622,9181,1,7877
9,3,0,60,46100,83441,1,0.03,2350,9627,9,3157
9,4,0,120,4500,273600,60,0.51,3622,9181,8,9157
3,0,0,60,100,5550,55,0.92,3622,9181,0,8465
6,2,0,60,66660,168649,2,0.04,3211,3116,9,8074
6,2,2,30,127904,579405,4,0.15,10980,14331,9,8074
6,2,3,30,4,119,29,1.0,3622,9181,9,8074
2,3,2,30,43065,128333,2,0.1,3622,9181,9,14446
6,2,3,60,39,1944,49,0.83,3622,9181,9,8074
9,4,0,120,2700,164160,60,0.51,3622,9181,8,9157
6,2,3,60,19,574,30,0.5,3622,9181,9,8074
6,2,3,90,22,580,26,0.29,3622,9181,9,8074
8,1,0,120,194,6984,36,0.3,3622,9181,1,4823
2,3,2,60,1152,4147,3,0.06,3622,9181,2,14325
6,2,3,30,141,2682,19,0.63,3622,9181,9,8074
9,3,0,60,40400,248460,6,0.1,3919,11704,9,3157
2,4,0,60,1320,7840,5,0.1,3622,9181,8,7877
8,0,0,60,774,42957,55,0.92,92,114,0,6190
6,2,0,30,51828,405294,7,0.26,3543,2646,9,8074
2,4,0,60,300,2850,9,0.16,3622,9181,7,7294
11,3,0,90,5291,23386,4,0.05,800,4697,9,6980
6,2,2,30,128467,581955,4,0.15,11033,10203,9,8074
6,2,3,30,90,369,4,0.14,3622,9181,9,8074
6,2,3,60,2,71,35,0.59,3622,9181,10,8994
9,3,0,60,9072,77565,8,0.14,902,6421,9,3157
5,3,0,30,8000,144000,18,0.6,1045,5949,9,5921
9,4,0,30,572,13304,23,0.78,3622,9181,8,9157
6,2,3,30,120,1871,15,0.52,3622,9181,9,8074
6,2,2,30,65000,420550,6,0.22,4364,9758,9,8074
9,3,0,60,12665,118417,9,0.16,3622,9181,2,3641
9,3,0,30,5208,35154,6,0.22,3622,9181,2,3641
6,2,3,240,20,143,7,0.03,3622,9181,9,8074
6,2,2,60,86467,633803,7,0.12,4364,3295,9,8074
6,2,3,60,3,183,61,1.02,3622,9181,0,9211
6,2,2,30,246113,1048441,4,0.14,20896,15429,9,8074
1,0,0,30,3600,181440,50,1.68,402,924,0,5009
6,2,3,90,58,1368,23,0.26,3622,9181,9,8074
2,3,0,60,4680,51433,10,0.18,487,2463,2,14325
6,2,0,240,32000,320640,10,0.04,12264,9277,4,15035
9,3,0,60,24428,268463,10,0.18,3408,12674,2,3641
8,3,2,30,63652,203049,3,0.11,3914,6769,9,5524
6,2,2,30,80381,555432,6,0.23,7503,5147,9,8074
1,3,0,30,827,9097,11,0.37,72,721,9,9091
2,3,0,60,15825,34815,2,0.04,3622,9181,9,14446
2,3,0,60,2594,9338,3,0.06,231,1076,9,14446
9,3,0,60,50000,117500,2,0.04,2537,8145,9,3157
6,2,3,30,19,63,3,0.11,3622,9181,9,8074
9,3,0,60,29847,70140,2,0.04,1403,5475,9,3157
9,3,0,60,22430,41271,1,0.03,939,1040,9,3157
9,3,0,30,8400,65100,7,0.26,909,4964,9,3157
7,3,0,60,53051,379314,7,0.12,4611,20225,9,5659
6,2,3,60,6,366,61,1.02,3622,9181,0,9211
7,4,0,60,407,2592,6,0.11,68,264,8,6837
9,3,0,240,436,850,1,0.01,3622,9181,9,3157
8,4,0,60,337,2308,6,0.11,55,13,8,5868
8,3,0,30,252,509,2,0.07,9,678,9,5524
5,3,0,60,58234,131026,2,0.04,5551,48069,9,5921
10,3,0,60,12425,27956,2,0.04,1273,5637,9,6906
6,2,3,60,3,253,84,1.41,3622,9181,0,9211
6,2,2,60,25342,60060,2,0.04,1279,10372,9,8074
2,3,2,30,11194,51380,4,0.15,3622,9181,9,14446
7,4,0,60,1956,11618,5,0.1,230,1215,8,6837
6,2,3,60,5093,94109,18,0.31,3622,9181,9,8074
9,3,0,60,50000,117500,2,0.04,2351,9122,9,3157
9,4,0,120,5000,304000,60,0.51,3622,9181,8,9157
2,3,0,60,482,2410,5,0.08,50,342,9,14446
6,2,2,30,100,665,6,0.22,11,7809,9,8074
2,3,0,60,7867,28321,3,0.06,811,4915,9,14446
11,3,0,30,8000,180000,22,0.75,2460,12380,9,6980
6,2,2,60,164908,407322,2,0.04,8048,11225,9,8074
6,2,3,120,1473,36814,24,0.21,3622,9181,8,8973
5,0,0,60,672,2466,3,0.06,50,2011,9,5921
6,2,3,60,19,428,22,0.38,3622,9181,9,8074
9,3,0,60,8698,36096,4,0.07,3622,9181,2,3641
0,3,0,30,240,312,1,0.04,30,678,9,6583
6,2,3,90,3,51,17,0.19,3622,9181,9,8074
6,2,3,30,14,278,19,0.66,3622,9181,9,8074
6,2,3,30,7,137,19,0.66,3622,9181,9,8074
9,3,0,30,3192,23940,7,0.25,3622,9181,2,3641
2,3,2,30,21203,68697,3,0.11,2471,3532,9,14446
9,3,0,60,1119,4476,4,0.07,3622,9181,9,3157
9,3,0,240,350,735,2,0.01,3622,9181,9,3157
9,3,0,60,3753,9532,2,0.04,216,3146,9,3157
8,3,0,60,22500,52875,2,0.04,2145,7143,9,5524
6,2,3,120,70,1803,25,0.21,3622,9181,8,8973
6,2,3,60,12,325,27,0.45,3622,9181,2,7527
5,4,0,60,1575,12143,7,0.13,186,1874,8,6174
6,2,3,60,872,14909,17,0.29,3622,9181,9,8074
7,4,0,120,7145,258363,36,0.3,1604,8915,8,6837
6,2,2,30,64260,289812,4,0.15,5623,-370,9,8074
4,3,0,30,6878,123804,18,0.6,3622,9181,9,7633
2,3,2,60,6500,22750,3,0.06,3622,9181,2,14325
6,2,0,30,56970,266049,4,0.16,4822,4886,9,8074
2,4,0,60,360,2775,7,0.13,46,-16,8,7877
6,2,2,30,21896,145608,6,0.22,2044,4768,9,8074
6,2,2,30,92000,216200,2,0.08,5184,8592,9,8074
6,2,3,30,2,60,30,1.01,3622,9181,9,8074
0,3,0,1000,720,16164,22,0.02,578,2089,5,9399
2,3,0,30,8000,144000,18,0.6,1023,5433,9,14446
9,4,0,120,4033,245287,60,0.51,3622,9181,8,9157
6,2,3,60,22,282,12,0.21,3622,9181,9,8074
2,0,0,180,167,2832,16,0.09,47,-710,0,7467
5,0,0,30,570,7552,13,0.44,3622,9181,9,5921
9,3,0,60,591,6737,11,0.19,36,-570,9,3157
2,4,0,60,111,5994,54,0.9,42,-74,1,8250
6,2,2,90,17357,173222,9,0.11,2301,3573,9,8074
6,2,3,60,9,280,31,0.52,3622,9181,9,8074
6,2,3,30,32,475,14,0.5,3622,9181,2,7527
6,2,2,30,47963,206240,4,0.14,3789,8582,9,8074
6,2,2,30,118537,534601,4,0.15,10373,-370,9,8074
6,2,3,30,172,457,2,0.09,3622,9181,9,8074
7,3,0,60,39360,281424,7,0.12,3421,14241,9,5659
6,2,3,60,11,198,18,0.3,3622,9181,9,8074
3,4,0,60,616,4219,6,0.11,87,53,8,8163
3,0,0,60,100,5550,55,0.92,3622,9181,0,8465
1,3,0,60,4448,133440,30,0.5,693,4066,2,8608
2,3,0,60,19987,135311,6,0.11,3622,9181,9,14446
6,2,3,240,258,5919,22,0.1,3622,9181,9,8074
8,4,0,60,210,1438,6,0.11,32,-148,8,5868
6,2,2,240,50000,103000,2,0.01,3622,9181,9,8074
9,3,0,60,19740,169961,8,0.14,3622,9181,9,3157
6,2,3,240,12,95,8,0.03,3622,9181,9,8074
6,2,3,120,3,209,69,0.58,3622,9181,1,7877
6,2,2,240,50000,103000,2,0.01,18462,21647,9,8074
9,3,0,30,180,2340,13,0.43,3622,9181,9,3157
6,2,3,60,22,543,24,0.41,3622,9181,9,8074
9,3,0,60,15000,38100,2,0.04,3622,9181,9,3157
6,2,3,60,62,3792,61,1.02,3622,9181,0,9211
1,4,0,336,300,11508,38,0.11,546,7956,7,4338
6,2,2,60,90171,658248,7,0.12,4670,2341,9,8074
6,2,2,60,185748,440222,2,0.04,9374,10372,9,8074
2,3,0,30,3320,59760,18,0.6,3622,9181,9,14446
2,3,2,240,1999,4197,2,0.01,3622,9181,9,14446
8,3,0,30,1776,31968,18,0.6,237,794,9,5524
7,3,0,60,36451,297075,8,0.14,4611,19618,9,5659
6,2,3,30,6,66,11,0.37,3622,9181,9,8074
6,2,0,30,29380,137204,4,0.16,3622,9181,9,8074
6,2,2,60,19177,45449,2,0.04,3622,9181,9,8074
9,3,0,30,49452,200280,4,0.13,3622,9181,9,3157
8,4,0,120,480,17356,36,0.3,126,360,8,5868
1,3,0,30,4500,90000,20,0.67,608,3568,2,8608
6,2,2,240,20000,185600,9,0.04,7664,7301,4,15035
6,2,3,60,11,306,27,0.46,3622,9181,9,8074
6,2,2,30,51382,332441,6,0.22,3622,9181,9,8074
8,3,0,30,61386,92079,1,0.05,3262,11034,2,4961
6,2,3,60,537,14023,26,0.44,3622,9181,9,8074
8,0,0,180,36,1800,50,0.28,9,-714,0,6190
6,2,3,60,19,243,12,0.21,3622,9181,9,8074
6,2,3,60,15,289,19,0.32,3622,9181,9,8074
6,2,3,30,2348,34277,14,0.49,3622,9181,9,8074
6,2,3,30,2146,6526,3,0.1,3622,9181,9,8074
6,2,2,30,78595,354463,4,0.15,6681,8323,9,8074
2,4,0,60,200,1900,9,0.16,94,-243,7,7294
5,3,2,30,39330,511290,13,0.43,4426,65916,2,5355
2,0,0,180,270,4579,16,0.09,76,-710,4,5426
9,3,0,60,8904,12465,1,0.02,429,1633,9,3157
6,2,3,30,1261,5063,4,0.13,3622,9181,9,8074
6,2,2,60,158000,440820,2,0.05,16768,22721,9,8074
6,2,3,30,163,4195,25,0.86,3622,9181,3,573
6,2,3,90,3,51,17,0.19,3622,9181,9,8074
9,3,0,60,408,5911,14,0.24,42,3388,2,3641
9,3,0,60,30080,171155,5,0.09,2933,11067,9,3157
6,2,3,60,115,1249,10,0.18,3622,9181,12,0
4,3,0,540,30,1207,40,0.07,1295,7423,13,4123
2,4,0,60,80,475,5,0.1,8,-263,8,7877
9,3,0,60,19930,164422,8,0.14,3622,9181,2,3641
9,3,0,30,46802,537754,11,0.38,5281,12625,2,3641
6,2,3,30,6,71,11,0.39,3622,9181,9,8074
6,2,3,120,41,1049,25,0.21,3622,9181,1,7877
6,2,3,120,36,1696,47,0.39,3622,9181,1,7877
6,2,2,60,5360,14579,2,0.05,583,4824,9,8074
9,3,0,60,49920,284044,5,0.09,4799,9959,9,3157
3,0,0,60,54,2997,55,0.92,3622,9181,0,8465
9,3,0,60,3024,4384,1,0.02,202,615,9,3157
6,2,3,60,99,6830,68,1.15,3622,9181,9,8074
6,2,3,60,76,1487,19,0.33,3622,9181,9,8074
9,3,0,30,14119,46592,3,0.11,3622,9181,9,3157
1,4,0,120,12560,454169,36,0.3,3080,17459,8,5008
10,3,0,60,38939,87612,2,0.04,3962,19233,9,6906
6,2,3,90,6,283,47,0.52,3622,9181,9,8074
7,3,0,30,11912,18582,1,0.05,802,4740,9,5659
5,0,0,30,18000,360000,20,0.67,2402,832,2,5355
2,3,2,30,65025,665856,10,0.34,3622,9181,2,14325
9,3,0,60,8738,20534,2,0.04,420,5683,9,3157
7,3,0,30,60757,200498,3,0.11,5215,19136,9,5659
2,3,2,30,2688,4193,1,0.05,154,1520,9,14446
8,2,0,120,252,16783,66,0.55,3622,9181,3,3989
9,3,0,60,336,2436,7,0.12,19,7495,9,3157
1,3,0,30,1800,45000,25,0.83,225,2109,2,8608
6,2,3,240,12,94,7,0.03,3622,9181,9,8074
6,2,3,60,19,528,27,0.46,3622,9181,9,8074
2,3,0,60,3192,6703,2,0.04,157,1010,2,14325
6,2,3,60,13,324,24,0.42,3622,9181,9,8074
9,3,0,60,13020,18879,1,0.02,861,872,9,3157
5,0,0,30,20700,226665,10,0.36,1795,20340,2,5355
6,2,0,60,75048,557606,7,0.12,4023,2315,9,8074
6,2,3,60,3,19,6,0.11,3622,9181,8,8973
9,3,0,60,6493,11492,1,0.03,301,457,9,3157
6,2,3,30,4,78,19,0.66,3622,9181,9,8074
9,3,0,60,336,5040,15,0.25,3622,9181,2,3641
7,0,0,30,7000,128380,18,0.61,3622,9181,7,6771
2,3,2,60,52080,356748,6,0.11,3622,9181,9,14446
6,2,2,30,96721,438146,4,0.15,3622,9181,9,8074
6,2,3,240,17,91,5,0.02,3622,9181,9,8074
2,3,2,30,3260,9714,2,0.1,3622,9181,9,14446
9,3,0,60,42000,461580,10,0.18,5941,18632,2,3641
9,3,0,60,1966,4423,2,0.04,91,143,2,3641
6,2,3,60,48,4062,84,1.41,3622,9181,0,9211
6,2,3,60,7,189,27,0.45,3622,9181,2,7527
6,2,3,120,122,3142,25,0.21,3622,9181,8,8973
8,4,0,120,110,3977,36,0.3,33,-5,8,5868
6,2,3,60,1281,14728,11,0.19,3622,9181,12,0
9,4,0,120,760,62472,82,0.68,188,88,8,9157
2,4,0,60,45,406,9,0.15,13,-72,8,7877
6,2,3,30,8,241,30,1.01,3622,9181,9,8074
6,2,2,30,77473,515195,6,0.22,7228,7809,9,8074
6,2,3,200,100,698,6,0.03,3622,9181,4,15035
0,3,0,60,10000,81000,8,0.13,1463,11498,9,6583
6,2,2,30,58143,386650,6,0.22,5427,6905,9,8074
6,2,3,60,50,2492,49,0.83,3622,9181,9,8074
6,2,3,60,7,218,31,0.52,3622,9181,9,8074
6,2,3,60,6,479,79,1.33,3622,9181,0,9211
6,2,2,60,33207,242411,7,0.12,1720,2787,9,8074
6,2,3,30,1000,16453,16,0.55,3622,9181,9,8074
9,3,0,30,31579,135789,4,0.14,2585,10617,2,3641
8,3,0,30,196,439,2,0.07,12,-83,9,5524
6,2,0,240,10000,31500,3,0.01,3869,3088,9,8074
5,0,0,120,4240,158406,37,0.31,1048,13256,9,5921
9,3,0,60,20970,222282,10,0.18,2447,1673,9,3157
10,3,0,60,34165,76871,2,0.04,3503,18461,9,6906
6,2,3,90,57,1483,26,0.29,3622,9181,9,8074
8,3,2,60,9888,64173,6,0.11,858,9833,2,4961
6,2,2,240,20000,185600,9,0.04,7670,6175,4,15035
9,3,0,60,14952,128736,8,0.14,3622,9181,9,3157
2,3,2,240,1650,2359,1,0.01,3622,9181,9,14446
6,2,3,30,560,10506,18,0.63,3622,9181,9,8074
9,3,0,60,23040,146995,6,0.11,9,3620,9,3157
6,2,3,30,3,33,11,0.38,3622,9181,9,8074
7,3,0,30,5000,28700,5,0.19,449,1865,2,5091
1,3,0,30,2100,42000,20,0.67,293,2169,2,8608
8,4,0,120,160,5785,36,0.3,47,238,8,5868
8,0,0,60,168,9324,55,0.92,35,-114,0,6190
6,2,3,120,300,12447,41,0.35,3622,9181,8,8973
6,2,3,60,259,7677,29,0.49,3622,9181,9,8074
6,2,3,30,28,78,2,0.09,3622,9181,9,8074
6,2,3,60,13,328,25,0.42,3622,9181,9,8074
1,0,0,60,1888,17936,9,0.16,368,-176,7,4338
9,3,0,30,252,3276,13,0.43,17,-564,9,3157
6,2,2,30,22920,54778,2,0.08,1291,3429,9,8074
11,3,2,60,204713,736966,3,0.06,11430,21059,2,6420
9,3,0,60,24349,267839,11,0.18,2799,10838,9,3157
9,3,0,60,2335,21832,9,0.16,3622,9181,2,3641
9,3,0,30,27608,389272,14,0.47,3622,9181,2,3641
1,4,0,60,3000,20550,6,0.11,387,5020,8,5008
6,2,0,60,16999,43007,2,0.04,912,791,9,8074
6,2,3,60,337,1357,4,0.07,3622,9181,9,8074
8,3,0,120,15321,390685,25,0.21,3888,16405,9,5524
6,2,3,30,7,153,21,0.73,3622,9181,9,8074
1,0,0,180,2052,34801,16,0.09,605,416,0,5009
9,4,0,120,1049,86227,82,0.68,264,4487,8,9157
9,3,0,30,48235,207410,4,0.14,3919,10372,2,3641
2,0,0,60,161,8935,55,0.92,3622,9181,0,7467
0,4,0,60,60,356,5,0.1,13,-293,8,6133
2,0,0,180,255,4324,16,0.09,72,-710,0,7467
0,4,0,60,24,142,5,0.1,8,-233,8,6133
2,4,0,120,1865,36031,19,0.16,463,2222,8,7877
6,2,3,30,125,1949,15,0.52,3622,9181,9,8074
6,2,2,240,8500,18020,2,0.01,3061,2530,9,8074
6,2,2,240,50000,103000,2,0.01,18467,5617,9,8074
6,2,3,240,89,2406,27,0.11,3622,9181,9,8074
6,2,2,60,515000,1251450,2,0.04,23655,36401,9,8074
9,3,0,60,16800,43680,2,0.04,3622,9181,2,3641
6,2,2,60,9829,71751,7,0.12,509,2341,9,8074
9,3,0,30,1612,10478,6,0.22,111,6457,2,3641
9,3,0,30,12000,48000,4,0.13,3622,9181,2,3641
6,2,3,30,152,2218,14,0.49,3622,9181,9,8074
6,2,3,60,82,7657,93,1.56,3622,9181,0,9211
6,2,3,60,1130,31894,28,0.47,3622,9181,9,8074
8,0,0,60,180,9990,55,0.92,3622,9181,0,6190
2,4,0,60,216,1596,7,0.12,24,3059,8,7877
5,0,0,30,72091,789396,10,0.36,6842,72790,2,5355
9,3,0,60,12816,103809,8,0.13,3622,9181,2,3641
9,3,0,60,14789,117572,7,0.13,3622,9181,9,3157
6,2,3,90,75,1952,26,0.29,3622,9181,9,8074
6,2,3,60,19,1310,68,1.15,3622,9181,9,8074
6,2,3,120,344,7955,23,0.19,3622,9181,8,8973
2,0,0,60,120,6660,55,0.92,11,-740,0,7467
6,2,2,60,440000,1069200,2,0.04,19564,32865,9,8074
7,3,0,30,12830,288675,22,0.75,1710,7344,2,5091
9,3,0,60,8500,14620,1,0.03,3622,9181,9,3157
7,3,0,60,7255,58983,8,0.14,917,3676,9,5659
6,2,2,60,50326,136886,2,0.05,3622,9181,9,8074
9,4,0,120,4951,406972,82,0.68,1232,7108,8,9157
6,2,3,90,20,471,23,0.26,3622,9181,9,8074
6,2,3,60,14,270,19,0.32,3622,9181,9,8074
1,4,0,60,4400,26136,5,0.1,505,4335,8,5008
5,0,0,240,7420,14469,1,0.01,3622,9181,9,5921
9,3,0,30,9679,47911,4,0.16,3622,9181,2,3641
6,2,3,60,10,278,27,0.46,3622,9181,9,8074
3,0,0,60,162,8991,55,0.92,3622,9181,0,8465
2,0,0,60,17,943,55,0.92,3622,9181,0,7467
6,2,3,90,2,28,14,0.16,3622,9181,7,8670
9,3,0,60,27480,65952,2,0.04,3622,9181,9,3157
9,3,0,60,11594,127534,11,0.18,1615,8502,2,3641
9,3,0,60,34900,63169,1,0.03,1588,10413,9,3157
8,3,0,60,6200,24800,4,0.07,597,1905,9,5524
6,2,3,30,140,4039,28,0.96,3622,9181,7,8670
7,0,0,30,6900,163323,23,0.79,3622,9181,7,6771
2,3,2,30,35616,126436,3,0.12,3622,9181,9,14446
6,2,3,30,7,99,14,0.47,3622,9181,9,8074
6,2,0,240,11644,34932,3,0.01,4442,2283,9,8074
9,3,0,30,1344,10080,7,0.25,86,2573,2,3641
3,3,0,60,13168,38450,2,0.05,834,2574,9,6624
6,2,3,30,200,9049,45,1.51,3622,9181,3,573
0,3,0,1000,602,15230,25,0.03,488,6393,9,6583
8,3,0,30,1200,1500,1,0.04,64,-104,9,5524
8,3,0,120,175,15750,90,0.75,37,333,3,3989
9,4,0,120,1114,67753,60,0.51,266,5568,8,9157
6,2,3,60,808,8268,10,0.17,3622,9181,9,8074
8,3,0,30,170,3825,22,0.75,22,51,2,4961
1,4,0,120,9517,320722,33,0.28,2368,16068,8,5008
7,4,0,60,765,4544,5,0.1,84,396,8,6837
1,3,0,100,650,2925,4,0.04,72,766,9,9091
11,3,1,60,7000,15400,2,0.04,437,10814,9,6980
6,2,2,30,12722,89435,7,0.23,875,5038,9,8074
2,3,0,30,4846,87228,18,0.6,3622,9181,9,14446
6,2,3,60,57,1123,19,0.33,3622,9181,9,8074
1,4,0,120,6000,216960,36,0.3,1523,9051,8,5008
6,2,3,30,300,1213,4,0.13,3622,9181,9,8074
6,2,3,30,190,1581,8,0.28,3622,9181,7,8670
6,2,3,60,13,393,30,0.5,3622,9181,9,8074
6,2,3,240,21,398,19,0.08,3622,9181,9,8074
6,2,3,30,2500,47371,18,0.63,3622,9181,3,573
8,3,2,30,63652,203049,3,0.11,3963,11961,9,5524
1,4,0,120,7600,274816,36,0.3,3622,9181,8,5008
1,3,0,30,1000,20000,20,0.67,140,1782,2,8608
6,2,3,240,8,141,17,0.07,3622,9181,9,8074
2,3,2,240,300,2049,6,0.03,3622,9181,9,14446
6,2,0,30,53234,248602,4,0.16,4507,4886,9,8074
5,3,0,30,24666,443988,18,0.6,3622,9181,9,5921
6,2,2,30,58423,410713,7,0.23,4007,5639,9,8074
6,2,2,60,75000,181500,2,0.04,2915,5012,9,8074
9,3,0,60,525,3465,6,0.11,34,-193,9,3157
9,3,0,60,6238,50527,8,0.13,866,464,9,3157
6,2,2,30,57577,404766,7,0.23,3950,5639,9,8074
6,2,3,240,35,959,27,0.11,3622,9181,9,8074
6,2,3,120,57,1468,25,0.21,3622,9181,8,8973
9,3,0,60,12700,141605,11,0.19,1572,12479,9,3157
6,2,0,30,31875,148856,4,0.16,3005,3263,9,8074
9,3,0,30,2865,32918,11,0.38,332,5973,2,3641
6,2,3,60,26,597,23,0.38,3622,9181,9,8074
6,2,3,30,302,10065,33,1.11,3622,9181,9,8074
2,3,2,60,45750,95160,2,0.03,3622,9181,9,14446
6,2,2,60,212409,524650,2,0.04,10302,12677,9,8074
2,3,0,240,3528,6526,1,0.01,1296,8230,9,14446
6,2,3,60,9227,37157,4,0.07,3622,9181,9,8074
6,2,3,240,16500,50631,3,0.01,3622,2908,9,8074
6,2,3,30,16,539,33,1.12,3622,9181,9,8074
6,2,2,60,130828,316603,2,0.04,6525,9984,9,8074
6,2,3,60,98,691,7,0.12,3622,9181,9,8074
6,2,3,60,15,289,19,0.32,3622,9181,9,8074
6,2,2,30,11711,80923,6,0.23,1093,4460,9,8074
6,2,3,90,6,58,9,0.11,3622,9181,7,8670
6,2,3,60,3,193,64,1.08,3622,9181,9,8074
6,2,3,60,2000,9240,4,0.08,3622,9181,9,8074
6,2,3,60,24,425,17,0.3,3622,9181,9,8074
6,2,0,30,39049,182358,4,0.16,3669,3263,9,8074
4,3,0,60,800,3600,4,0.08,3622,9181,9,7633
8,5,0,60,400,3504,8,0.15,70,764,9,5524
4,5,1,60,318,922,2,0.05,105,8341,9,7633
11,5,3,60,76000,506160,6,0.11,8701,14332,9,6980
10,5,3,30,47227,272972,5,0.19,4959,8973,9,6906
4,5,1,60,1697,12778,7,0.13,6725,32279,9,7633
1,5,0,60,1060,4028,3,0.06,56,211,9,9091
1,5,0,60,1260,1839,1,0.02,82,211,9,9091
1,5,0,60,5907,14413,2,0.04,283,3969,9,9091
8,5,0,60,4730,35616,7,0.13,260,898,9,5524
3,5,0,60,92,709,7,0.13,363,816,9,6624
10,5,3,60,10000,75300,7,0.13,546,1412,9,6906
8,5,0,60,59,661,11,0.19,12,311,2,4961
2,5,0,240,3648,7368,2,0.01,2571,25830,9,14446
3,5,3,30,3040,25931,8,0.28,163,236,2,6074
2,5,0,240,3635,6979,1,0.01,1345,13489,9,14446
1,5,0,60,30060,337273,11,0.19,3508,4254,9,9091
2,5,0,60,12000,105120,8,0.15,1077,11016,9,14446
3,5,0,30,10000,57800,5,0.19,2156,2423,9,6624
3,5,0,60,1939,4731,2,0.04,3622,9181,9,6624
10,5,3,60,58097,375887,6,0.11,19451,15898,9,6906
8,5,0,60,600,1638,2,0.05,306,2945,9,5524
11,5,0,30,1900,9747,5,0.17,4000,2302,9,6980
8,5,0,60,3519,8586,2,0.04,2538,5298,2,4961
1,5,0,60,1907,29558,15,0.26,395,42,9,9091
1,5,0,60,260,4030,15,0.26,54,42,9,9091
4,5,1,60,342,834,2,0.04,17,9181,9,7633
4,5,1,60,2121,23797,11,0.19,248,9181,9,7633
4,5,1,30,3060,35955,11,0.39,247,9181,2,7134
4,5,1,30,799,7990,10,0.33,65,9181,2,7134
4,5,1,30,8000,41040,5,0.17,687,9181,9,7633
4,5,1,60,155,1357,8,0.15,14,9181,9,7633
4,5,1,30,3598,42276,11,0.39,290,9181,2,7134
4,5,1,30,500,4070,8,0.27,28,9181,2,7134
4,5,1,60,80,700,8,0.15,8,9181,9,7633
4,5,1,60,586,4395,7,0.12,30,9181,2,7134
8,5,0,60,140,476,3,0.06,17,73,9,5524
10,5,3,60,2500,19300,7,0.13,526,3964,9,6906
3,5,3,30,12250,58187,4,0.16,1866,9959,2,6074
8,5,0,60,5218,58545,11,0.19,617,4194,9,5524
4,5,1,30,30000,597600,19,0.66,3289,8736,2,7134
8,5,0,60,18000,201960,11,0.19,2281,14254,2,4961
8,5,0,60,4400,49368,11,0.19,527,3549,9,5524
11,5,3,60,5800,19024,3,0.05,12791,2833,9,6980
3,5,3,60,109554,1229195,11,0.19,20316,24790,9,6624
4,5,1,60,43050,483021,11,0.19,5067,9181,9,7633
4,5,1,60,22571,253246,11,0.19,2657,9181,9,7633
1,5,0,60,62410,700240,11,0.19,7701,26912,9,9091
1,5,0,60,1620,2316,1,0.02,3622,9181,9,9091
2,5,0,60,7560,10659,1,0.02,2027,18372,9,14446
1,5,0,240,672,9139,13,0.06,2979,2365,9,9091
10,5,3,30,2750,12650,4,0.15,10313,10054,2,6339
10,5,3,30,19454,89488,4,0.15,3622,9181,9,6906
1,5,0,240,3872,7085,1,0.01,1438,4121,9,9091
1,5,0,240,3872,7085,1,0.01,1451,4121,9,9091
